,RES1 Smith And Morehouse.Storage,RES2 Rockport.Storage,RES3 Echo.Storage,RES4 Lost Creek.Storage,RES5 East Canyon.Storage,RES6 Causey.Storage,RES7 Pineview.Storage,RES8 Willard Bay.Storage,RES9 Gravel Pit.Storage,RES10 Chalk Creek.Storage,Protected Pools.Pineview,Protected Pools.East Canyon,Weber Provo Diversion:SA1 Weber Provo Canal.Diversion,Oakley Diversion:SA2 Oakley to Wanship.Diversion,Wanship Diversion:SA3 Wanship to Echo.Diversion,Echo to Devils Slide Diversion:SA4 Echo to Devils Slide.Diversion,Lost Creek Diversion:SA5 Lost Creek.Diversion,Devils Slide to Stoddard Diversion:SA6 Devils Slide to Stodard.Diversion,Park City Diversion:SA7 Park City.Diversion,East Canyon Diversion:SA8 East Canyon.Diversion,Stoddard To Gateway Diversion:SA9 Stoddard To Gateway.Diversion,Gateway Canal Diversion:SA10 Gateway Canal.Diversion,Davis Weber Canal Diversion:SA11 Davis Weber Canal.Diversion,Weber Basin Project Ogden Valley:SA12 Weber Basin Project Ogden Valley.Diversion,Ogden Brigham and S Ogden Highline Canals:SA13 Ogden Brigham and S Ogden Highline Canals.Diversion,Ogden River Below Pineview Diversion:SA14 Ogden River Below Pineview.Diversion,Slaterville Diversion:SA15 Slaterville.Diversion,Warren Canal Diversion:SA16 Warren Canal.Diversion,Ogden Bay Bird Refuge Diversion:SA17 Ogden Bay Bird Refuge.Diversion,GSL Minerals Diversion:SA18 GSL Minerals.Diversion,Gateway To Slaterville Diversion:SA19 Gateway To Slaterville.Diversion,Additional WB Demand Diversion:SA20 Additional WB Demand.Diversion,Weber Provo Diversion:SA1 Weber Provo Canal.Diversion Requested,Oakley Diversion:SA2 Oakley to Wanship.Diversion Requested,Wanship Diversion:SA3 Wanship to Echo.Diversion Requested,Echo to Devils Slide Diversion:SA4 Echo to Devils Slide.Diversion Requested,Lost Creek Diversion:SA5 Lost Creek.Diversion Requested,Devils Slide to Stoddard Diversion:SA6 Devils Slide to Stodard.Diversion Requested,Park City Diversion:SA7 Park City.Diversion Requested,East Canyon Diversion:SA8 East Canyon.Diversion Requested,Stoddard To Gateway Diversion:SA9 Stoddard To Gateway.Diversion Requested,Gateway Canal Diversion:SA10 Gateway Canal.Diversion Requested,Davis Weber Canal Diversion:SA11 Davis Weber Canal.Diversion Requested,Weber Basin Project Ogden Valley:SA12 Weber Basin Project Ogden Valley.Diversion Requested,Ogden Brigham and S Ogden Highline Canals:SA13 Ogden Brigham and S Ogden Highline Canals.Diversion Requested,Ogden River Below Pineview Diversion:SA14 Ogden River Below Pineview.Diversion Requested,Slaterville Diversion:SA15 Slaterville.Diversion Requested,Warren Canal Diversion:SA16 Warren Canal.Diversion Requested,Ogden Bay Bird Refuge Diversion:SA17 Ogden Bay Bird Refuge.Diversion Requested,GSL Minerals Diversion:SA18 GSL Minerals.Diversion Requested,Gateway To Slaterville Diversion:SA19 Gateway To Slaterville.Diversion Requested,Additional WB Demand Diversion:SA20 Additional WB Demand.Diversion Requested,Chalk Creek and Weber River Confluence.Inflow1,Davis Weber Canal Sources Confluence.Inflow1,East Canyon Creek and Weber River Confluence.Inflow1,Independent Streams Confluence.Inflow1,Lost Creek and Weber River Confluence.Inflow1,Ogden and Weber River Confluence.Inflow1,Q11 Reach Gain Confluence.Inflow1,Q20 Reach Gain Confluence.Inflow1,Q37 Reach Gain Confluence.Inflow1,Q46 Reach Gain Confluence.Inflow1,Q53 Reach Gain Confluence.Inflow1,Q57 Reach Gain Confluence.Inflow1,Q68 Sewage Outfall Confluence.Inflow1,Q8 Reach Gain Confluence.Inflow1,Q81 Reach Gain Confluence.Inflow1,Q82 Reach Gain Confluence.Inflow1,Smith And Morehouse and Weber River Confluence.Inflow1,Wells Confluence.Inflow1,Wheeler Creek and Ogden River Confluence.Inflow1,Willard Bay Releases and Weber River Confluence.Inflow1,Chalk Creek and Weber River Confluence.Inflow2,Davis Weber Canal Sources Confluence.Inflow2,East Canyon Creek and Weber River Confluence.Inflow2,Independent Streams Confluence.Inflow2,Lost Creek and Weber River Confluence.Inflow2,Ogden and Weber River Confluence.Inflow2,Q11 Reach Gain Confluence.Inflow2,Q20 Reach Gain Confluence.Inflow2,Q37 Reach Gain Confluence.Inflow2,Q46 Reach Gain Confluence.Inflow2,Q53 Reach Gain Confluence.Inflow2,Q57 Reach Gain Confluence.Inflow2,Q68 Sewage Outfall Confluence.Inflow2,Q8 Reach Gain Confluence.Inflow2,Q81 Reach Gain Confluence.Inflow2,Q82 Reach Gain Confluence.Inflow2,Smith And Morehouse and Weber River Confluence.Inflow2,Wells Confluence.Inflow2,Wheeler Creek and Ogden River Confluence.Inflow2,Willard Bay Releases and Weber River Confluence.Inflow2,Chalk Creek and Weber River Confluence.Outflow,Davis Weber Canal Sources Confluence.Outflow,East Canyon Creek and Weber River Confluence.Outflow,Independent Streams Confluence.Outflow,Lost Creek and Weber River Confluence.Outflow,Ogden and Weber River Confluence.Outflow,Q11 Reach Gain Confluence.Outflow,Q20 Reach Gain Confluence.Outflow,Q37 Reach Gain Confluence.Outflow,Q46 Reach Gain Confluence.Outflow,Q53 Reach Gain Confluence.Outflow,Q57 Reach Gain Confluence.Outflow,Q68 Sewage Outfall Confluence.Outflow,Q8 Reach Gain Confluence.Outflow,Q81 Reach Gain Confluence.Outflow,Q82 Reach Gain Confluence.Outflow,Smith And Morehouse and Weber River Confluence.Outflow,Wells Confluence.Outflow,Wheeler Creek and Ogden River Confluence.Outflow,Willard Bay Releases and Weber River Confluence.Outflow,WBWCD ASR.Inflow,WBWCD ASR.Outflow,WBWCD ASR.Percolation,WBWCD ASR.Pumped Flow,WBWCD ASR.Storage
6/1/1988,751.0000047,54936.1797,54735.87207,20563.72103,40478.32954,1000,81820.82037,236002.2753,NaN,NaN,48954.23274,18883.85781,2740.155422,13804,2921,2352,1806,5727,1469.672609,3250,504,14140,14025,6836.779196,5848,5340,22550,4872,6715.5,2223,4617,0,2740.155422,13804,2921,2352,1806,5727,1650,3250,504,14140,14025,7291,5848,5340,22550,4872,6715.5,2223,4617,0,3000,14025,18260.61091,13532.12878,23987.61091,7222.865174,3000,19325.79432,25483.47609,19062.73035,6836.779196,0,6587.5,141.6495886,18892.69051,3595.15587,6957.98885,11482.12878,17009.82533,22550,0,0,7222.865174,607.8712202,0,11669.82533,0,4661.816599,5565.38304,6802.134826,0,0,5000,1328.02302,3657.309492,2992.34413,9727.81616,2050,0,3595.15587,3000,14025,25483.47609,14140,23987.61091,18892.69051,3000,23987.61091,31048.85913,25864.86517,6836.779196,0,11587.5,1469.672609,22550,6587.5,16685.80501,13532.12878,17009.82533,26145.15587,NaN,NaN,0,NaN,NaN
7/1/1988,751,49740.90305,27399.66275,18808.90321,30087.86621,1000,51524.01623,219957.8017,NaN,NaN,33481.51382,16929.97294,1866.792804,4312.150687,2921,2058,2236,5229,1320,2600,414,20200,18975,2819.593389,8944,6141,22550,5800,4900.5,3078,6075,0,1866.792804,8932,2921,2058,2236,5229,1320,2600,414,20200,18975,7639.7,8944,6141,22550,5800,4900.5,3078,6075,0,3692.434645,18975,23950.84889,19871.65313,29179.84889,8450.85767,3000,29179.84889,32401.70656,22976.71534,1888.7684,0,5700.5,0,23350,5700.5,5462.245319,17621.65313,20891.89107,23350,834.9211494,0,8450.85767,328.3468706,0,14899.14233,692.4346448,0,8610.661907,10524.14233,930.8249893,850.9184855,5000,2609.801191,0,0,716.6981723,2250,148.2512553,4900.5,4527.355794,18975,32401.70656,20200,29179.84889,23350,3692.434645,29179.84889,41012.36847,33500.85767,2819.593389,850.9184855,10700.5,2609.801191,23350,5700.5,6178.943491,19871.65313,21040.14233,28250.5,NaN,NaN,0,NaN,NaN
8/1/1988,751,44756.32656,4074.164975,17780.89221,20684.02579,1000,21676.50946,206093.1036,NaN,NaN,18004.50522,15411.80523,1650.452122,3812.818152,2667,1960,1806,4980,1188,2340,378,19190,18150,2713.33245,8600,5874,23575,5104,4900.5,2736,5346,0,1650.452122,4872,2667,1960,1806,4980,1188,2340,378,19190,18150,6657,8600,5874,23575,5104,4900.5,2736,5346,0,4600.954218,18150,22034.10648,18901.08532,27014.10648,7880.96164,3000,26530.3897,29915.06812,21107.92328,1851.615203,0,5004.5,0,22549.95195,4165.82432,4866.16193,16831.08532,20447.4266,23575,867.3259426,0,7880.96164,288.9146829,0,14668.99031,1600.954218,483.7167805,8401.940476,10269.03836,861.7172469,0,5000,2338.014943,1025.048053,838.6756799,597.1083433,2070,95.56371,4165.82432,5468.28016,18150,29915.06812,19190,27014.10648,22549.95195,4600.954218,27014.10648,38317.0086,31376.96164,2713.33245,0,10004.5,2338.014943,23575,5004.5,5463.270274,18901.08532,20542.99031,27740.82432,NaN,NaN,0,NaN,NaN
9/1/1988,751,39483.04553,9.999999926,17125.53869,19519.88639,1000,9.999998897,185368.489,NaN,NaN,4933.646853,14271.83428,1216.323197,2030,2159,1568,1204,4233,1056,2080,288,14140,13200,2391.759606,5848,4806,16400,3248,4779.5,1881,4131,0,1216.323197,2030,2159,1568,1204,4233,1056,2080,288,14140,13200,5072,5848,4806,16400,3248,4779.5,1881,4131,0,6920.96062,1320,6041.391604,13877.75602,10274.3916,3427.667617,5330.777083,10274.3916,6041.391604,0,1678.200974,0,6027.5,789.8794601,14351.79206,3694.884669,3611.760161,13017.75602,15653.88603,17202.76635,899.9395838,11880,0,262.2439825,0,10924.12444,1590.183538,0,7264.364414,8878.667617,713.5586317,0,2000,2714.173346,2850.974293,2332.615331,424.4424966,860,76.23840893,14772.11832,7820.900204,13200,6041.391604,14140,10274.3916,14351.79206,6920.96062,10274.3916,13305.75602,8878.667617,2391.759606,0,8027.5,3504.052806,17202.76635,6027.5,4036.202657,13877.75602,15730.12444,31974.88467,NaN,NaN,0,NaN,NaN
10/1/1988,751,40023.95906,4613.324619,17165.9402,20459.56211,2070.638983,10.00000005,178705.6363,NaN,NaN,662.4737461,15214.2466,990.9386602,81.2,127,19.6,0,0,0,0,0,5050,5775,0,723.6844411,0,3075,232,7260,1197,486,0,990.9386602,81.2,127,19.6,0,0,0,0,0,5050,5775,0,1032,267,3075,232,7260,1197,486,0,3785.748149,577.5,1133.925139,4868.7776,683.9251392,5469.029356,3000,0,1433.925139,1649.969357,600,1260.200655,5492,2227.348607,6069.029356,3685.691814,3039.63329,3778.7776,535.6162125,8276.73936,852.4256923,5197.5,300,181.2223999,450,600,785.7481485,683.9251392,3994.821817,4882.559999,660.2006551,0,2000,1515.185943,2207.710005,1806.308186,259.8539775,1090,64.38378748,3681.452454,4638.173841,5775,1433.925139,5050,1133.925139,6069.029356,3785.748149,683.9251392,5428.746957,6532.529356,1260.200655,1260.200655,7492,3742.53455,8276.73936,5492,3299.487267,4868.7776,600,11958.19181,NaN,NaN,0,NaN,NaN
11/1/1988,751,41954.18257,10005.52798,17318.1331,21732.71106,3000.569865,1514.449853,181626.5635,NaN,NaN,1514.449853,16487.39554,991.7649071,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,8954,1026,243,0,991.7649071,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,8954,1026,243,0,4282.394781,0,1635.644675,2789.660915,1185.644675,7146.460409,3000,0,1935.644675,3917.048252,600,1340.004002,6954,2314.118117,7831.341409,5572.686395,2996.638487,859.6609154,600,5572.686395,1109.80858,0,300,240.3390846,450,684.8809997,1282.394781,1185.644675,2841.064492,3472.412157,740.0040015,764.4458513,2000,2616.105394,1688.272184,1381.313605,309.2445363,1930,84.88099968,0,5392.20336,0,1935.644675,3030,1635.644675,7831.341409,4282.394781,1185.644675,4776.709167,7389.460409,1340.004002,2104.449853,8954,4930.223511,9519.613592,6954,3305.883024,2789.660915,684.8809997,5572.686395,NaN,NaN,0,NaN,NaN
12/1/1988,751,44485.53208,14672.25682,17612.05337,23052.79028,3846.393357,3015.45199,190928.852,NaN,NaN,3015.45199,17807.47477,913.9381012,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,3569.5,735.3,243,0,913.9381012,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,3569.5,735.3,243,0,3594.692411,0,2063.737805,2782.756717,1613.737805,7757.04944,3000,0,2363.737805,4337.561846,600,1629.653046,1569.5,2132.522236,8442.649136,145.5022859,2725.665463,1022.756717,600,145.5022859,1072.036428,0,300,247.2432834,450,685.5996968,594.6924114,1613.737805,2996.580758,3662.487593,1029.653046,471.3490909,2000,3398.827278,1740.441651,1423.997714,320.7948745,1760,85.59969676,0,4666.72884,0,2363.737805,3030,2063.737805,8442.649136,3594.692411,1613.737805,5360.318563,8000.04944,1629.653046,2101.002137,3569.5,5531.349514,10183.09079,1569.5,3046.460337,2782.756717,685.5996968,145.5022859,NaN,NaN,0,NaN,NaN
1/1/1989,751,46491.30718,19283.86038,17859.09539,24327.66743,4599.997723,5107.383081,201372.908,NaN,NaN,5107.383081,19082.35192,816.50569,0,0,0,0,0,0,0,0,2020,0,0,0,0,0,0,1210,684,0,0,816.50569,0,0,0,0,0,0,0,0,2020,0,0,0,0,0,0,1210,684,0,0,3668.651749,0,2253.980334,1778.901832,1803.980334,7744.891511,3000,0,2553.980334,4345.994356,600,1608.102059,2218.266136,1905.179943,8416.841876,1.9286E-12,2570.963676,988.9018318,600,1.9286E-12,942.9518141,0,300,241.0981682,450,671.9503653,668.6517492,1803.980334,2780.915854,3398.897155,1008.102059,1083.829032,2000,3100.595153,2711.214166,2218.266136,150.7219577,790,71.95036529,0,4611.603563,0,2553.980334,2020,2253.980334,8416.841876,3668.651749,1803.980334,5334.896188,7744.891511,1608.102059,2691.931091,4218.266136,5005.775096,11128.05604,2218.266136,2721.685633,1778.901832,671.9503653,1.9286E-12,NaN,NaN,0,NaN,NaN
2/1/1989,751,48084.61053,24054.27522,18029.44136,25576.13851,5175.269016,7421.246423,211050.7805,NaN,NaN,7421.246423,20330.82299,749.0101042,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1149.5,684,0,0,749.0101042,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1149.5,684,0,0,3863.369494,0,1677.063376,2839.333371,1227.063376,4887.685289,3000,0,1977.063376,2121.209883,600,1252.268504,3987.971385,1747.690243,5487.685289,0,2270.486558,2119.333371,600,0,907.0453486,0,300,190.6666292,450,600,863.3694941,1227.063376,2263.479878,2766.475406,652.2685042,1661.594838,2000,2845.613112,4874.187248,3987.971385,226.2137893,720,0,0,4770.414843,0,1977.063376,3030,1677.063376,5487.685289,3863.369494,1227.063376,4240.543254,4887.685289,1252.268504,2913.863342,5987.971385,4593.303355,10361.87254,3987.971385,2496.700347,2839.333371,600,0,NaN,NaN,0,NaN,NaN
3/1/1989,2310.370299,59357.26651,45263.42811,21046.54198,35608.80011,7870,38102.18939,247302,NaN,NaN,38102.18939,30363.48459,2618.435363,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1210,684,0,0,2618.435363,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1210,684,0,0,13710.4514,0,18633.07003,2767.635562,18183.07003,62634.9418,3000,0,18933.07003,37439.71276,2446.661801,13918.87177,4019.84941,4550.312215,65507.45272,4019.84941,6718.747578,2107.635562,600,4019.84941,7498.701492,0,300,262.3644384,450,2872.510917,10710.4514,18183.07003,20614.2783,25195.22903,11472.20997,17362.07119,2000,9722.343765,0,0,450,660,2272.510917,0,21209.15289,0,18933.07003,3030,18633.07003,65507.45272,13710.4514,18183.07003,39547.34833,62634.9418,13918.87177,31280.94296,6019.84941,14272.65598,65507.45272,4019.84941,7168.747578,2767.635562,2872.510917,4019.84941,NaN,NaN,0,NaN,NaN
4/1/1989,8350,61260,73940,22510,51200,7870,110150,247302,NaN,NaN,66150,22400,0,0,0,0,0,249,66,130,0,5050,1650,0,344,267,1025,0,6594.5,684,0,0,0,0,0,0,0,249,66,130,0,5050,1650,0,344,267,1025,0,6594.5,684,0,0,94598.28752,1650,234825.2664,4646.534361,214402.0605,319691.9611,34793.01169,90802.12657,243141.4658,276953.0948,20138.90787,58391.27462,296345.0772,28278.88724,356874.2095,296345.0772,24369.79271,2506.534361,32812.06999,297370.0772,24957.95201,0,8316.1994,403.4656387,20672.20589,37182.24842,59805.27583,123599.9339,36318.16334,44388.86631,38252.36675,46948.18754,2000,8546.17675,0,0,3909.094531,2140,4637.178427,0,119556.2395,1650,243141.4658,5050,235074.2664,356874.2095,94598.28752,214402.0605,279459.6291,321341.9611,58391.27462,105339.4622,298345.0772,36825.06399,356874.2095,296345.0772,28278.88724,4646.534361,37449.24842,297370.0772,NaN,NaN,0,NaN,NaN
5/1/1989,8350,61260,73940,22510,51200,7870,110150,247302,NaN,NaN,66150,22400,13529.32244,10962,1905,1862,1548,4482,1320,2600,216,9090,10725,5072,3784,4005,13325,3944,9256.5,1539,3159,0,13529.32244,10962,1905,1862,1548,4482,1320,2600,216,9090,10725,5072,3784,4005,13325,3944,9256.5,1539,3159,0,30515.77486,10725,83536.14873,8608.85799,81926.71025,144505.187,27223.07818,47721.48909,91867.67652,117872.6843,17384.54956,21901.14565,107066.572,20577.99902,181879.1753,107066.572,32976.31895,6928.85799,38922.76906,120391.572,19358.71423,0,8331.52779,481.1420102,6091.438484,37373.98829,3292.696683,34205.22115,33149.8658,40516.50264,9588.596091,21380.42341,2000,10083.07346,0,0,12093.00251,1680,2456.219237,0,49874.48909,10725,91867.67652,9090,88018.14873,181879.1753,30515.77486,81926.71025,125017.5423,158389.187,26973.14565,43281.56906,109066.572,30661.07249,181879.1753,107066.572,45069.32146,8608.85799,41378.98829,120391.572,NaN,NaN,0,NaN,NaN
6/1/1989,5900.40766,56056.61391,61574.51616,20563.72103,44422.66314,2028.81704,84775.43998,236267.372,NaN,NaN,51812.22246,19869.74025,4892.232134,13804,2921,2352,1806,5727,1650,3250,504,14140,14025,7291,5848,5340,22550,4872,6715.5,2223,4617,0,4892.232134,13804,2921,2352,1806,5727,1650,3250,504,14140,14025,7291,5848,5340,22550,4872,6715.5,2223,4617,0,3000,14025,12859.3233,13520.70283,18586.3233,4258.441259,3000,12471.7585,17117.76455,13133.88252,5804.524806,0,6587.5,0,18568.62808,3330.013885,12334.29227,11470.70283,19561.26791,22550,0,0,4258.441259,619.2971744,0,14310.18682,0,6114.564792,7990.820788,9766.558741,1486.475194,1094.735794,5000,2772.652217,3981.371918,3257.486115,6361.939869,2050,88.91891296,3330.013885,3000,14025,17117.76455,14140,18586.3233,18568.62808,3000,18586.3233,25108.58534,22900.44126,7291,1094.735794,11587.5,2772.652217,22550,6587.5,18696.23213,13520.70283,19650.18682,25880.01389,NaN,NaN,0,NaN,NaN
7/1/1989,2110.222978,51137.59883,35489.08311,18851.34549,34501.02415,1000,54225.56459,220222.765,NaN,NaN,36064.40828,18038.09608,2235.680706,8932,2921,2058,2236,5229,1320,2600,414,20200,18975,3984.173864,8944,6141,22550,5800,4900.5,3078,6075,0,2235.680706,8932,2921,2058,2236,5229,1320,2600,414,20200,18975,7639.7,8944,6141,22550,5800,4900.5,3078,6075,0,3795.379165,18975,23313.7633,19857.98353,28542.7633,8107.978874,3000,28271.41467,31421.74217,22290.95775,3048.188265,0,5700.5,0,23350,5700.5,6384.626266,17607.98353,21207.49232,23350,1134.104098,0,8107.978874,342.0164727,0,15242.02113,795.379165,271.348625,8891.199103,10867.02113,935.9855982,942.2506117,5000,2893.766905,0,0,4783.05444,2250,175.5288085,4900.5,4929.483263,18975,31421.74217,20200,28542.7633,23350,3795.379165,28542.7633,40312.94128,33157.97887,3984.173864,942.2506117,10700.5,2893.766905,23350,5700.5,11167.68071,19857.98353,21383.02113,28250.5,NaN,NaN,0,NaN,NaN
8/1/1989,1455.312641,46675.98535,13572.62877,18021.17809,25615.88718,1000,24092.94831,206338.6923,NaN,NaN,20292.1282,16664.5117,1830.162772,4872,2667,1960,1806,4980,1188,2340,378,19190,18150,2885.128344,8600,5874,23575,5104,4900.5,2736,5346,0,1830.162772,4872,2667,1960,1806,4980,1188,2340,378,19190,18150,6657,8600,5874,23575,5104,4900.5,2736,5346,0,4914.196187,18150,21338.46793,18885.50375,26318.46793,7506.930299,3000,25554.32741,28845.39823,20359.8606,1921.476542,0,5004.5,0,22573.45582,4185.054763,5379.478165,16815.50375,20830.32056,23575,1096.099262,0,7506.930299,304.4962484,0,15066.52552,1914.196187,764.1405235,8707.966119,10643.0697,963.6518012,131.0128162,5000,2870.364362,1001.544179,819.445237,1322.684608,2070,110.2049604,4185.054763,6010.295449,18150,28845.39823,19190,26318.46793,22573.45582,4914.196187,26318.46793,37553.36435,31002.9303,2885.128344,131.0128162,10004.5,2870.364362,23575,5004.5,6702.162772,18885.50375,20940.52552,27760.05476,NaN,NaN,0,NaN,NaN
9/1/1989,2089.713811,44922.62742,1701.242258,17506.17748,20813.27035,1000,4287.271449,197124.7578,NaN,NaN,11119.77326,15897.83144,1561.43581,2030,2159,1568,1204,4233,1056,2080,288,14140,13200,2746.692054,5848,4806,16400,3248,4779.5,1881,4131,0,1561.43581,2030,2159,1568,1204,4233,1056,2080,288,14140,13200,5072,5848,4806,16400,3248,4779.5,1881,4131,0,6274.337836,13200,13934.97372,13867.53925,18167.97372,4019.638957,3000,17826.47712,17954.61267,12170.27791,1680.120102,0,6027.5,953.6005454,13016.22704,3258.958487,4095.036355,13007.53925,13715.12487,16400,1356.17586,0,4019.638957,272.4607501,0,8996.588083,3274.337836,341.4966009,7511.20449,9180.361043,1066.571952,0,2000,3751.359998,3383.77296,2768.541513,450,860,87.46321108,3258.958487,7630.513696,13200,17954.61267,14140,18167.97372,13016.22704,6274.337836,18167.97372,25465.81716,21350.63896,2746.692054,0,8027.5,4704.960543,16400,6027.5,4545.036355,13867.53925,13802.58808,19658.95849,NaN,NaN,0,NaN,NaN
10/1/1989,2095.057259,46098.38303,7301.416718,17857.1317,21976.02831,2078.964813,3876.431314,190517.476,NaN,NaN,5087.395746,17069.0177,1212.288047,81.2,127,19.6,0,0,0,0,0,5050,5775,0,1032,267,3075,232,7260,1197,486,0,1212.288047,81.2,127,19.6,0,0,0,0,0,5050,5775,0,1032,267,3075,232,7260,1197,486,0,4502.168712,577.5,820.358802,4855.212344,370.358802,5423.686312,3000,0,1120.358802,1464.564392,600,1448.434663,5492,2736.756311,6023.686312,3639.047429,3580.244357,3765.212344,782.4373768,8288.40612,1145.569034,5197.5,300,194.7876563,450,600,1502.168712,370.358802,4109.417934,5022.621919,848.434663,0,2000,1646.822732,2264.719809,1852.952571,450,1090,84.56262316,3623.141309,5647.737745,5775,1120.358802,5050,820.358802,6023.686312,4502.168712,370.358802,5229.776736,6487.186312,1448.434663,1448.434663,7492,4383.579043,8288.40612,5492,4030.244357,4855.212344,867,11911.54743,NaN,NaN,0,NaN,NaN
11/1/1989,2106.378528,48491.91817,13346.08036,18178.47349,23474.0879,3039.851741,5578.171905,193054.425,NaN,NaN,5578.171905,18567.07729,1146.829259,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,8954,1026,243,0,1146.829259,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,8954,1026,243,0,4674.676766,0,2197.962136,2787.471876,1747.962136,8358.741243,3000,0,2497.962136,4773.053202,600,1547.604829,6954,2664.613668,9073.957541,6304.653833,3361.442926,857.4718764,600,6304.653833,1369.986876,0,300,242.5281236,450,715.2162972,1674.676766,1747.962136,3132.562943,3828.688041,947.6048294,754.1357615,2000,2728.921476,793.6453148,649.3461667,450,1930,115.2162972,0,6044.663641,0,2497.962136,3030,2197.962136,9073.957541,4674.676766,1747.962136,5630.525079,8601.741243,1547.604829,2301.740591,8954,5393.535143,9867.602855,6954,3811.442926,2787.471876,715.2162972,6304.653833,NaN,NaN,0,NaN,NaN
12/1/1989,2118.422305,51427.54456,19171.62448,18690.58241,24989.97358,3916.679065,6846.180838,200836.0049,NaN,NaN,6846.180838,20082.96297,1052.554482,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,3569.5,735.3,243,0,1052.554482,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,3569.5,735.3,243,0,4533.867739,0,2091.987659,2800.374169,1641.987659,8399.594085,3000,0,2391.987659,4632.554758,600,1805.431448,1569.5,2443.916682,9112.362747,1131.192254,3046.471164,1040.374169,600,1131.192254,1291.676382,0,300,229.6258306,450,712.7686618,1533.867739,1641.987659,3280.941268,4010.039327,1205.431448,62.57748572,2000,3491.709702,535.7094669,438.3077457,450,1760,112.7686618,0,5825.544121,0,2391.987659,3030,2091.987659,9112.362747,4533.867739,1641.987659,5672.928927,8642.594085,1805.431448,1868.008933,3569.5,5935.626384,9648.072214,1569.5,3496.471164,2800.374169,712.7686618,1131.192254,NaN,NaN,0,NaN,NaN
1/1/1990,2120.092049,53964.11339,24621.39716,19148.38411,26508.84035,4726.132925,8504.967378,213527.3765,NaN,NaN,8504.967378,21601.82974,967.9960562,0,0,0,0,0,0,0,0,2020,0,0,0,0,0,0,1210,684,0,0,967.9960562,0,0,0,0,0,0,0,0,2020,0,0,0,0,0,0,1210,684,0,0,4219.792716,0,2850.68517,1800.730979,2400.68517,9268.259066,3000,0,3150.68517,5347.691385,600,1872.999401,2769.797823,2256.987721,9990.063106,0,2774.983777,1010.730979,600,0,1229.979966,0,300,219.2690206,450,721.8040395,1219.792716,2400.68517,3207.737194,3920.567681,1272.999401,385.7871392,2000,3279.581111,3385.30845,2769.797823,450,790,121.8040395,0,5449.772683,0,3150.68517,2020,2850.68517,9990.063106,4219.792716,2400.68517,6358.422364,9268.259066,1872.999401,2258.78654,4769.797823,5536.568832,13375.37156,2769.797823,3224.983777,1800.730979,721.8040395,0,NaN,NaN,0,NaN,NaN
2/1/1990,2120.092049,55810.13418,29787.25077,19478.983,27984.98006,5392.904482,10614.61195,224735.8348,NaN,NaN,10614.61195,23077.96945,819.5352304,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1149.5,684,0,0,819.5352304,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1149.5,684,0,0,4061.032221,0,2249.663458,2836.817794,1799.663458,7748.911229,3000,0,2549.663458,3725.075168,600,1704.670931,2822.124888,1912.248871,8443.194598,0,2416.520886,2116.817794,600,0,1104.82139,0,300,193.1822062,450,694.2833682,1061.032221,1799.663458,3292.229504,4023.836061,1104.670931,1004.973644,2000,2933.771924,3449.263752,2822.124888,315.263215,720,94.28336825,0,5165.853612,0,2549.663458,3030,2249.663458,8443.194598,4061.032221,1799.663458,5841.892962,7748.911229,1704.670931,2709.644575,4822.124888,4846.020795,11892.45835,2822.124888,2731.784101,2836.817794,694.2833682,0,NaN,NaN,0,NaN,NaN
3/1/1990,3067.364053,61260,49030.1381,21639.68519,35493.69178,7870,33415.09028,247302,NaN,NaN,33415.09028,30586.68117,2029.95942,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1210,684,0,0,2029.95942,0,0,0,0,0,0,0,0,3030,0,0,0,0,0,0,1210,684,0,0,13802.69465,0,13563.8794,2764.493363,13113.8794,46774.82963,6574.280419,0,13863.8794,27516.33565,1432.833164,9719.296001,0,3789.299976,48978.45193,0,5369.259397,2104.493363,600,0,5440.192675,0,300,265.5066367,450,2203.6223,7228.414232,13113.8794,15756.94962,19258.49397,8286.462837,13681.18232,2000,8234.846259,0,0,450,660,1603.6223,0,19242.88733,0,13863.8794,3030,13563.8794,48978.45193,13802.69465,13113.8794,29620.82902,46774.82963,9719.296001,23400.47832,2000,12024.14624,48978.45193,0,5819.259397,2764.493363,2203.6223,0,NaN,NaN,0,NaN,NaN
